arm,engine,split,task_id,task_type,trial,pass_loose,pass_strict,termination,truncated,flood,db,comm,agent_turns,n_messages,n_tool_calls,n_write_calls,gold_all_done,regrade_pass
base_legacy,legacy,test,0,none,3,1,1,user_stop,0,0,1.0,1.0,7,14,2,0,1,
base_legacy,legacy,test,40,write,2,0,0,user_stop,0,0,0.0,1.0,10,20,2,0,0,
base_legacy,legacy,test,45,read,2,1,1,user_stop,0,0,1.0,1.0,8,16,2,0,1,
base_legacy,legacy,test,16,write,2,1,1,user_stop,0,1,1.0,1.0,12,24,6,1,1,
base_legacy,legacy,test,36,read,2,1,1,user_stop,0,0,1.0,1.0,12,24,3,0,1,
base_legacy,legacy,test,6,read,2,0,0,max_steps,1,0,,,21,41,11,0,1,1
base_legacy,legacy,test,30,write,2,1,1,user_stop,0,0,1.0,1.0,13,26,5,1,1,
base_legacy,legacy,test,26,none,3,1,1,user_stop,0,0,1.0,1.0,8,16,4,0,1,
base_legacy,legacy,test,1,read,3,1,1,user_stop,0,0,1.0,1.0,13,26,7,0,1,
base_legacy,legacy,test,21,write,0,0,0,max_steps,1,1,,,21,41,11,1,0,0
base_legacy,legacy,test,10,none,1,0,0,max_steps,1,1,,,21,41,11,1,1,0
base_legacy,legacy,test,11,write,3,1,1,user_stop,0,0,1.0,1.0,11,22,5,1,1,
base_legacy,legacy,test,41,read,2,1,1,user_stop,0,0,1.0,1.0,18,36,13,0,1,
base_legacy,legacy,test,5,read,3,0,0,user_stop,0,0,0.0,1.0,15,30,9,1,1,
base_legacy,legacy,test,25,write,3,1,1,user_stop,0,0,1.0,1.0,10,20,5,1,1,
base_legacy,legacy,test,31,none,3,1,1,user_stop,0,0,1.0,1.0,10,20,5,0,1,
base_legacy,legacy,test,0,none,4,1,1,user_stop,0,0,1.0,1.0,6,12,2,0,1,
base_legacy,legacy,test,35,write,1,0,0,user_stop,0,1,0.0,1.0,20,40,7,2,0,
base_legacy,legacy,test,40,write,3,1,1,user_stop,0,0,1.0,1.0,8,16,2,1,1,
base_legacy,legacy,test,16,write,3,1,1,user_stop,0,0,1.0,1.0,13,26,7,1,1,
base_legacy,legacy,test,20,write,3,0,0,user_stop,0,0,0.0,1.0,11,22,4,1,0,
base_legacy,legacy,test,45,read,1,0,0,max_steps,1,1,,,21,42,11,0,1,1
base_legacy,legacy,test,46,none,3,1,1,user_stop,0,0,1.0,1.0,9,18,3,0,1,
base_legacy,legacy,test,10,none,0,0,0,max_steps,1,1,,,21,41,9,0,1,1
base_legacy,legacy,test,10,none,2,1,1,user_stop,0,1,1.0,1.0,16,32,7,0,1,
base_legacy,legacy,test,36,read,4,1,1,user_stop,0,0,1.0,1.0,5,10,2,0,1,
base_legacy,legacy,test,1,read,4,1,1,user_stop,0,0,1.0,1.0,12,24,7,0,1,
base_legacy,legacy,test,41,read,3,1,1,user_stop,0,0,1.0,1.0,14,28,9,0,1,
base_legacy,legacy,test,21,write,2,0,0,max_steps,1,1,,,21,41,12,2,0,0
base_legacy,legacy,test,46,none,4,1,1,user_stop,0,0,1.0,1.0,5,10,1,0,1,
base_legacy,legacy,test,35,write,2,1,1,user_stop,0,1,1.0,1.0,20,40,7,1,1,
base_legacy,legacy,test,6,read,3,0,0,max_steps,1,0,,,21,41,6,0,1,1
base_legacy,legacy,test,5,read,4,1,1,user_stop,0,0,1.0,1.0,14,28,6,0,1,
base_legacy,legacy,test,26,none,4,1,1,user_stop,0,0,1.0,1.0,10,20,4,0,1,
base_legacy,legacy,test,40,write,4,1,1,user_stop,0,0,1.0,1.0,8,16,2,1,1,
base_legacy,legacy,test,31,none,4,1,1,user_stop,0,0,1.0,1.0,10,20,5,0,1,
base_legacy,legacy,test,11,write,4,1,1,user_stop,0,0,1.0,1.0,12,24,5,1,1,
base_legacy,legacy,test,16,write,4,1,1,user_stop,0,0,1.0,1.0,12,24,6,1,1,
base_legacy,legacy,test,25,write,4,1,1,user_stop,0,0,1.0,1.0,10,20,5,1,1,
base_legacy,legacy,test,20,write,4,0,0,user_stop,0,0,0.0,1.0,12,24,5,2,0,
base_legacy,legacy,test,0,none,5,1,1,user_stop,0,0,1.0,1.0,9,18,3,0,1,
base_legacy,legacy,test,30,write,3,1,1,user_stop,0,1,1.0,1.0,16,32,8,1,1,
base_legacy,legacy,test,30,write,4,1,0,user_stop,0,0,1.0,1.0,12,24,5,1,0,
base_legacy,legacy,test,6,read,5,1,1,user_stop,0,0,1.0,1.0,9,18,3,0,1,
base_legacy,legacy,test,35,write,3,0,0,max_steps,1,1,,,21,41,10,1,1,1
base_legacy,legacy,test,10,none,3,0,0,max_steps,1,1,,,21,41,10,2,1,0
base_legacy,legacy,test,21,write,3,0,0,max_steps,1,1,,,21,42,12,2,0,0
base_legacy,legacy,test,36,read,5,1,1,user_stop,0,0,1.0,1.0,6,12,3,0,1,
base_legacy,legacy,test,5,read,5,1,1,user_stop,0,0,1.0,1.0,12,24,6,0,1,
base_legacy,legacy,test,1,read,5,1,1,user_stop,0,0,1.0,1.0,14,28,7,0,1,
base_legacy,legacy,test,45,read,3,0,0,max_steps,1,0,,,21,41,3,0,1,1
base_legacy,legacy,test,6,read,4,0,0,max_steps,1,0,,,21,42,8,0,1,1
base_legacy,legacy,test,46,none,5,1,1,user_stop,0,0,1.0,1.0,4,8,1,0,1,
base_legacy,legacy,test,26,none,5,1,1,user_stop,0,0,1.0,1.0,10,20,6,0,1,
base_legacy,legacy,test,41,read,4,1,1,user_stop,0,1,1.0,1.0,15,30,9,0,1,
base_legacy,legacy,test,35,write,5,0,0,user_stop,0,0,0.0,1.0,8,16,3,0,0,
base_legacy,legacy,test,40,write,5,1,1,user_stop,0,0,1.0,1.0,8,16,2,1,1,
base_legacy,legacy,test,11,write,5,1,1,user_stop,0,0,1.0,1.0,12,24,5,1,1,
base_legacy,legacy,test,31,none,5,1,1,user_stop,0,0,1.0,1.0,11,22,5,0,1,
base_legacy,legacy,test,25,write,5,1,1,user_stop,0,0,1.0,1.0,11,22,5,1,1,
base_legacy,legacy,test,0,none,6,1,1,user_stop,0,0,1.0,1.0,7,14,2,0,1,
base_legacy,legacy,test,15,write,5,1,1,user_stop,0,1,1.0,1.0,11,22,5,1,1,
base_legacy,legacy,test,45,read,5,1,1,user_stop,0,0,1.0,1.0,8,16,3,0,1,
base_legacy,legacy,test,21,write,4,0,0,max_steps,1,1,,,21,41,14,4,0,0
base_legacy,legacy,test,30,write,5,1,1,user_stop,0,0,1.0,1.0,13,26,7,1,1,
base_legacy,legacy,test,20,write,5,0,0,user_stop,0,0,0.0,1.0,12,24,4,1,0,
base_legacy,legacy,test,15,write,3,1,1,user_stop,0,1,1.0,1.0,19,38,7,1,1,
base_legacy,legacy,test,45,read,4,0,0,max_steps,1,0,,,21,42,9,0,1,1
base_legacy,legacy,test,35,write,4,0,0,max_steps,1,1,,,21,41,8,1,1,1
base_legacy,legacy,test,36,read,3,1,1,user_stop,0,0,1.0,1.0,8,16,3,0,1,
base_legacy,legacy,test,36,read,6,1,1,user_stop,0,0,1.0,1.0,5,10,2,0,1,
base_legacy,legacy,test,1,read,6,1,1,user_stop,0,0,1.0,1.0,13,26,7,0,1,
base_legacy,legacy,test,26,none,6,1,1,user_stop,0,0,1.0,1.0,8,16,4,0,1,
base_legacy,legacy,test,6,read,6,1,1,user_stop,0,0,1.0,1.0,11,22,3,0,1,
base_legacy,legacy,test,35,write,6,0,0,user_stop,0,0,0.0,1.0,8,16,3,0,0,
base_legacy,legacy,test,5,read,6,1,1,user_stop,0,0,1.0,1.0,13,26,6,0,1,
base_legacy,legacy,test,41,read,5,1,1,user_stop,0,1,1.0,1.0,15,30,9,0,1,
base_legacy,legacy,test,25,write,6,1,1,user_stop,0,0,1.0,1.0,10,20,5,1,1,
base_legacy,legacy,test,11,write,6,1,1,user_stop,0,0,1.0,1.0,12,24,7,1,1,
base_legacy,legacy,test,0,none,7,1,1,user_stop,0,0,1.0,1.0,7,14,3,0,1,
base_legacy,legacy,test,45,read,6,1,1,user_stop,0,0,1.0,1.0,7,14,3,0,1,
base_legacy,legacy,test,15,write,4,1,1,user_stop,0,1,1.0,1.0,19,38,7,1,1,
base_legacy,legacy,test,40,write,6,1,1,user_stop,0,0,1.0,1.0,8,16,2,1,1,
base_legacy,legacy,test,46,none,6,1,1,user_stop,0,0,1.0,1.0,8,16,3,0,1,
base_legacy,legacy,test,30,write,6,1,1,user_stop,0,0,1.0,1.0,11,22,5,1,1,
base_legacy,legacy,test,20,write,6,0,0,user_stop,0,0,0.0,1.0,14,28,8,1,0,
base_legacy,legacy,test,15,write,6,1,1,user_stop,0,1,1.0,1.0,11,22,6,1,1,
base_legacy,legacy,test,10,none,4,0,0,max_steps,1,1,,,21,41,10,0,1,1
base_legacy,legacy,test,21,write,5,0,0,max_steps,1,1,,,21,41,13,3,0,0
base_legacy,legacy,test,1,read,7,1,1,user_stop,0,0,1.0,1.0,13,26,7,0,1,
base_legacy,legacy,test,36,read,7,1,1,user_stop,0,0,1.0,1.0,6,12,3,0,1,
base_legacy,legacy,test,6,read,7,1,1,user_stop,0,0,1.0,1.0,12,24,6,0,1,
base_legacy,legacy,test,5,read,7,1,1,user_stop,0,0,1.0,1.0,13,26,6,0,1,
base_legacy,legacy,test,26,none,7,1,1,user_stop,0,0,1.0,1.0,9,18,4,0,1,
base_legacy,legacy,test,11,write,7,1,1,user_stop,0,0,1.0,1.0,11,22,5,1,1,
base_legacy,legacy,test,46,none,7,1,1,user_stop,0,0,1.0,1.0,7,14,2,0,1,
base_legacy,legacy,test,31,none,7,1,1,user_stop,0,0,1.0,1.0,9,18,5,0,1,
base_legacy,legacy,test,40,write,7,1,1,user_stop,0,0,1.0,1.0,8,16,2,1,1,
base_legacy,legacy,test,41,read,6,1,1,user_stop,0,0,1.0,1.0,16,32,10,0,1,
base_legacy,legacy,test,0,none,8,1,1,user_stop,0,0,1.0,1.0,8,16,2,0,1,
base_legacy,legacy,test,10,none,5,0,0,max_steps,1,1,,,21,41,10,1,1,0
base_legacy,legacy,test,35,write,7,0,0,user_stop,0,0,0.0,1.0,9,18,3,0,0,
base_legacy,legacy,test,16,write,6,1,1,user_stop,0,1,1.0,1.0,15,30,7,1,1,
base_legacy,legacy,test,25,write,7,1,1,user_stop,0,0,1.0,1.0,11,22,5,1,1,
base_legacy,legacy,test,20,write,7,1,1,user_stop,0,0,1.0,1.0,11,22,4,1,1,
base_legacy,legacy,test,30,write,7,1,1,user_stop,0,0,1.0,1.0,12,24,5,1,1,
base_legacy,legacy,test,16,write,7,0,0,user_stop,0,1,0.0,1.0,12,24,6,1,0,
base_legacy,legacy,test,21,write,6,0,0,max_steps,1,1,,,21,41,13,3,0,0
base_legacy,legacy,test,1,read,8,1,1,user_stop,0,0,1.0,1.0,13,26,7,0,1,
base_legacy,legacy,test,6,read,8,1,1,user_stop,0,0,1.0,1.0,12,24,6,0,1,
base_legacy,legacy,test,5,read,8,1,1,user_stop,0,0,1.0,1.0,12,24,6,0,1,
base_legacy,legacy,test,36,read,8,1,1,user_stop,0,0,1.0,1.0,6,12,3,0,1,
base_legacy,legacy,test,11,write,8,1,1,user_stop,0,0,1.0,1.0,12,24,7,1,1,
base_legacy,legacy,test,46,none,8,1,1,user_stop,0,0,1.0,1.0,6,12,2,0,1,
base_legacy,legacy,test,16,write,5,0,0,max_steps,1,1,,,21,41,7,2,0,1
base_legacy,legacy,test,41,read,7,1,1,user_stop,0,0,1.0,1.0,14,28,9,0,1,
base_legacy,legacy,test,40,write,8,1,1,user_stop,0,0,1.0,1.0,7,14,2,1,1,
base_legacy,legacy,test,15,write,7,1,1,user_stop,0,1,1.0,1.0,14,28,6,1,1,
base_legacy,legacy,test,0,none,9,1,1,user_stop,0,0,1.0,1.0,7,14,2,0,1,
base_legacy,legacy,test,26,none,8,1,1,user_stop,0,0,1.0,1.0,10,20,5,0,1,
base_legacy,legacy,test,25,write,8,1,1,user_stop,0,0,1.0,1.0,10,20,5,1,1,
base_legacy,legacy,test,15,write,8,1,1,user_stop,0,0,1.0,1.0,11,22,6,1,1,
base_legacy,legacy,test,16,write,8,1,1,user_stop,0,0,1.0,1.0,11,22,5,1,1,
base_legacy,legacy,test,10,none,8,0,0,user_stop,0,0,0.0,1.0,13,26,5,1,1,
base_legacy,legacy,test,31,none,8,1,1,user_stop,0,0,1.0,1.0,10,20,5,0,1,
base_legacy,legacy,test,35,write,8,0,0,user_stop,0,0,0.0,1.0,10,20,3,0,0,
base_legacy,legacy,test,20,write,8,1,1,user_stop,0,0,1.0,1.0,13,26,7,1,1,
base_legacy,legacy,test,30,write,8,1,0,user_stop,0,0,1.0,1.0,12,24,7,1,0,
base_legacy,legacy,test,1,read,9,1,1,user_stop,0,0,1.0,1.0,12,24,7,0,1,
base_legacy,legacy,test,36,read,9,1,1,user_stop,0,0,1.0,1.0,5,10,2,0,1,
base_legacy,legacy,test,6,read,9,1,1,user_stop,0,0,1.0,1.0,11,22,6,0,1,
base_legacy,legacy,test,10,none,6,0,0,max_steps,1,1,,,21,42,9,1,1,1
base_legacy,legacy,test,46,none,9,1,1,user_stop,0,0,1.0,1.0,6,12,2,0,1,
base_legacy,legacy,test,0,none,10,1,1,user_stop,0,0,1.0,1.0,6,12,2,0,1,
base_legacy,legacy,test,41,read,8,1,1,user_stop,0,0,1.0,1.0,15,30,9,0,1,
base_legacy,legacy,test,45,read,7,0,0,max_steps,1,0,,,21,41,5,0,1,1
base_legacy,legacy,test,26,none,9,1,1,user_stop,0,0,1.0,1.0,10,20,4,0,1,
base_legacy,legacy,test,21,write,7,0,0,max_steps,1,1,,,21,41,13,2,0,0
base_legacy,legacy,test,25,write,9,1,1,user_stop,0,0,1.0,1.0,10,20,5,1,1,
base_legacy,legacy,test,40,write,9,1,1,user_stop,0,0,1.0,1.0,9,18,2,1,1,
base_legacy,legacy,test,30,write,9,1,1,user_stop,0,0,1.0,1.0,12,24,7,1,1,
base_legacy,legacy,test,11,write,9,1,1,user_stop,0,0,1.0,1.0,15,30,8,1,1,
base_legacy,legacy,test,31,none,6,0,0,max_steps,1,1,,,21,41,8,0,1,1
base_legacy,legacy,test,5,read,9,1,1,user_stop,0,0,1.0,1.0,15,30,5,0,1,
base_legacy,legacy,test,20,write,9,1,1,user_stop,0,0,1.0,1.0,14,28,7,1,1,
base_legacy,legacy,test,41,read,9,1,1,user_stop,0,0,1.0,1.0,14,28,9,0,1,
base_legacy,legacy,test,1,read,10,0,0,user_stop,0,0,0.0,1.0,13,26,7,1,1,
base_legacy,legacy,test,36,read,10,1,1,user_stop,0,0,1.0,1.0,5,10,2,0,1,
base_legacy,legacy,test,45,read,8,0,0,max_steps,1,0,,,21,42,11,0,1,1
base_legacy,legacy,test,10,none,7,0,0,max_steps,1,1,,,21,41,10,0,1,1
base_legacy,legacy,test,26,none,10,1,1,user_stop,0,0,1.0,1.0,9,18,5,0,1,
base_legacy,legacy,test,5,read,10,1,1,user_stop,0,0,1.0,1.0,13,26,6,0,1,
base_legacy,legacy,test,11,write,10,1,1,user_stop,0,0,1.0,1.0,11,22,5,1,1,
base_legacy,legacy,test,46,none,10,1,1,user_stop,0,0,1.0,1.0,6,12,2,0,1,
base_legacy,legacy,test,35,write,9,1,1,user_stop,0,1,1.0,1.0,13,26,6,2,1,
base_legacy,legacy,test,40,write,10,1,1,user_stop,0,0,1.0,1.0,8,16,3,1,1,
base_legacy,legacy,test,25,write,10,1,1,user_stop,0,0,1.0,1.0,10,20,5,1,1,
base_legacy,legacy,test,16,write,9,1,0,user_stop,0,1,1.0,1.0,18,36,9,2,0,
base_legacy,legacy,test,6,read,10,1,1,user_stop,0,0,1.0,1.0,16,32,6,0,1,
base_legacy,legacy,test,30,write,10,1,1,user_stop,0,0,1.0,1.0,13,26,5,1,1,
base_legacy,legacy,test,20,write,10,1,1,user_stop,0,1,1.0,1.0,13,26,5,1,1,
base_legacy,legacy,test,21,write,8,0,0,max_steps,1,1,,,21,41,10,0,0,0
base_legacy,legacy,test,16,write,10,1,1,user_stop,0,1,1.0,1.0,15,30,7,2,1,
base_legacy,legacy,test,45,read,9,0,0,max_steps,1,1,,,21,41,12,0,1,1
base_legacy,legacy,test,15,write,9,1,1,user_stop,0,1,1.0,1.0,19,38,8,1,1,
base_legacy,legacy,test,5,read,11,1,1,user_stop,0,0,1.0,1.0,13,26,6,0,1,
base_legacy,legacy,test,26,none,11,1,1,user_stop,0,0,1.0,1.0,10,20,6,0,1,
base_legacy,legacy,test,20,write,11,0,0,user_stop,0,0,0.0,1.0,10,20,4,1,0,
base_legacy,legacy,test,36,read,11,1,1,user_stop,0,0,1.0,1.0,9,18,6,0,1,
base_legacy,legacy,test,21,write,9,0,0,max_steps,1,1,,,21,41,11,1,0,0
base_legacy,legacy,test,41,read,10,1,1,user_stop,0,1,1.0,1.0,16,32,9,0,1,
base_legacy,legacy,test,11,write,11,1,1,user_stop,0,0,1.0,1.0,13,26,7,1,1,
base_legacy,legacy,test,25,write,11,0,0,user_stop,0,0,0.0,1.0,12,24,6,1,0,
base_legacy,legacy,test,1,read,11,0,0,max_steps,1,0,,,21,42,16,9,1,0
base_legacy,legacy,test,0,none,11,0,0,max_steps,1,0,,,21,42,17,0,1,1
base_legacy,legacy,test,16,write,11,1,1,user_stop,0,1,1.0,1.0,11,22,6,1,1,
base_legacy,legacy,test,0,none,12,1,1,user_stop,0,0,1.0,1.0,6,12,3,0,1,
base_legacy,legacy,test,6,read,11,0,0,max_steps,1,0,,,21,42,15,12,1,0
base_legacy,legacy,test,40,write,11,1,1,user_stop,0,0,1.0,1.0,8,16,2,1,1,
base_legacy,legacy,test,31,none,11,1,1,user_stop,0,0,1.0,1.0,12,24,6,0,1,
base_legacy,legacy,test,10,none,9,0,0,max_steps,1,1,,,21,42,11,0,1,1
base_legacy,legacy,test,30,write,11,1,1,user_stop,0,0,1.0,1.0,12,24,5,1,1,
base_legacy,legacy,test,35,write,10,0,0,user_stop,0,1,0.0,1.0,19,38,8,1,0,
base_legacy,legacy,test,45,read,10,0,0,max_steps,1,0,,,21,42,10,0,1,1
base_legacy,legacy,test,46,none,11,1,1,user_stop,0,0,1.0,1.0,7,14,2,0,1,
base_legacy,legacy,test,21,write,10,0,0,max_steps,1,1,,,21,42,12,1,0,0
base_legacy,legacy,test,6,read,12,1,1,user_stop,0,0,1.0,1.0,9,18,3,0,1,
base_legacy,legacy,test,15,write,11,1,0,user_stop,0,1,1.0,1.0,14,28,6,1,0,
base_legacy,legacy,test,36,read,12,1,1,user_stop,0,0,1.0,1.0,7,14,3,0,1,
base_legacy,legacy,test,11,write,12,1,1,user_stop,0,0,1.0,1.0,9,18,3,1,1,
base_legacy,legacy,test,35,write,11,0,0,user_stop,0,0,0.0,1.0,17,34,8,1,0,
base_legacy,legacy,test,41,read,11,0,0,user_stop,0,0,0.0,1.0,15,30,10,1,1,
base_legacy,legacy,test,40,write,12,1,1,user_stop,0,0,1.0,1.0,7,14,2,1,1,
base_legacy,legacy,test,1,read,12,1,1,user_stop,0,0,1.0,1.0,13,26,7,0,1,
base_legacy,legacy,test,46,none,12,1,1,user_stop,0,0,1.0,1.0,6,12,2,0,1,
base_legacy,legacy,test,0,none,13,1,1,user_stop,0,0,1.0,1.0,6,12,2,0,1,
base_legacy,legacy,test,26,none,12,1,1,user_stop,0,0,1.0,1.0,11,22,6,0,1,
base_legacy,legacy,test,5,read,12,1,1,user_stop,0,0,1.0,1.0,13,26,7,0,1,
base_legacy,legacy,test,20,write,12,1,1,user_stop,0,0,1.0,1.0,11,22,5,1,1,
base_legacy,legacy,test,45,read,11,1,1,user_stop,0,0,1.0,1.0,17,34,10,0,1,
base_legacy,legacy,test,25,write,12,1,1,user_stop,0,0,1.0,1.0,11,22,5,1,1,
base_legacy,legacy,test,45,read,12,1,1,user_stop,0,0,1.0,1.0,10,20,4,0,1,
base_legacy,legacy,test,31,none,12,1,1,user_stop,0,0,1.0,1.0,11,22,5,0,1,
base_legacy,legacy,test,31,none,9,1,1,user_stop,0,1,1.0,1.0,15,30,5,0,1,
base_legacy,legacy,test,31,none,10,0,0,max_steps,1,1,,,21,41,8,1,1,0
base_legacy,legacy,test,41,read,12,1,1,user_stop,0,0,1.0,1.0,14,28,9,0,1,
base_legacy,legacy,test,10,none,10,0,0,max_steps,1,1,,,21,41,7,1,1,0
base_legacy,legacy,test,1,read,13,1,1,user_stop,0,0,1.0,1.0,13,26,7,0,1,
base_legacy,legacy,test,30,write,12,1,0,user_stop,0,0,1.0,1.0,13,26,4,1,0,
base_legacy,legacy,test,21,write,11,0,0,max_steps,1,1,,,21,42,13,3,0,0
base_legacy,legacy,test,36,read,13,1,1,user_stop,0,0,1.0,1.0,6,12,3,0,1,
base_legacy,legacy,test,15,write,10,0,0,max_steps,1,1,,,21,41,7,0,0,0
base_legacy,legacy,test,6,read,13,1,1,user_stop,0,0,1.0,1.0,12,24,6,0,1,
base_legacy,legacy,test,26,none,13,1,1,user_stop,0,0,1.0,1.0,9,18,4,0,1,
base_legacy,legacy,test,40,write,13,1,1,user_stop,0,0,1.0,1.0,8,16,2,1,1,
base_legacy,legacy,test,35,write,13,0,0,user_stop,0,0,0.0,1.0,9,18,3,0,0,
base_legacy,legacy,test,25,write,13,1,1,user_stop,0,0,1.0,1.0,10,20,5,1,1,
base_legacy,legacy,test,0,none,14,1,1,user_stop,0,0,1.0,1.0,6,12,2,0,1,
base_legacy,legacy,test,5,read,13,1,1,user_stop,0,0,1.0,1.0,14,28,6,0,1,
base_legacy,legacy,test,11,write,13,1,1,user_stop,0,0,1.0,1.0,13,26,7,1,1,
base_legacy,legacy,test,46,none,13,1,1,user_stop,0,0,1.0,1.0,9,18,3,0,1,
base_legacy,legacy,test,10,none,11,0,0,max_steps,1,1,,,21,41,9,1,1,0
base_legacy,legacy,test,30,write,13,1,1,user_stop,0,0,1.0,1.0,12,24,7,1,1,
base_legacy,legacy,test,45,read,13,1,1,user_stop,0,0,1.0,1.0,10,20,4,0,1,
base_legacy,legacy,test,16,write,12,1,1,user_stop,0,1,1.0,1.0,19,38,9,2,1,
base_legacy,legacy,test,41,read,13,1,1,user_stop,0,0,1.0,1.0,14,28,9,0,1,
base_legacy,legacy,test,35,write,12,1,1,user_stop,0,1,1.0,1.0,18,36,6,1,1,
base_legacy,legacy,test,36,read,14,1,1,user_stop,0,0,1.0,1.0,6,12,3,0,1,
base_legacy,legacy,test,46,none,14,1,1,user_stop,0,0,1.0,1.0,4,8,1,0,1,
base_legacy,legacy,test,21,write,12,0,0,max_steps,1,1,,,21,41,11,1,0,0
base_legacy,legacy,test,5,read,14,1,1,user_stop,0,0,1.0,1.0,12,24,6,0,1,
base_legacy,legacy,test,1,read,14,1,1,user_stop,0,0,1.0,1.0,14,28,7,0,1,
base_legacy,legacy,test,11,write,14,1,1,user_stop,0,0,1.0,1.0,12,24,5,1,1,
base_legacy,legacy,test,15,write,12,1,1,user_stop,0,1,1.0,1.0,20,40,8,1,1,
base_legacy,legacy,test,40,write,14,1,1,user_stop,0,0,1.0,1.0,8,16,2,1,1,
